cliente_id,idade,genero,plano,valor_mensal,tempo_assinatura_meses,num_dispositivos,horas_visualizacao_semana,num_reclamacoes_6m,atrasos_pagamento_6m,usa_suporte,satisfacao_score,cancelou
CLI01004,60,Feminino,Básico,20.09,11,2,10.1,0,1,0,9.4,0
CLI01005,42,Feminino,Padrão,32.64,12,3,7.3,0,0,0,7.5,0
CLI01006,24,Feminino,Padrão,39.72,13,4,5.2,0,0,0,8.2,0
CLI01007,41,Masculino,Básico,22.93,3,3,7.5,0,0,1,5.2,0
CLI01008,62,Feminino,Padrão,36.1,7,2,5.9,1,0,0,1.1,0
CLI01009,37,Masculino,Padrão,35.04,14,1,4.9,0,0,1,6.0,0
CLI01010,62,Masculino,Padrão,34.48,50,1,8.7,0,0,0,5.3,0
CLI01011,45,Feminino,Básico,18.0,19,2,5.5,1,0,0,7.7,1
CLI01012,58,Masculino,Padrão,35.05,36,3,8.0,1,3,0,10.0,0
CLI01013,63,Masculino,Premium,55.42,21,3,1.0,0,1,0,8.4,0
CLI01014,32,Feminino,Básico,17.42,13,3,7.6,1,0,1,10.0,0
CLI01015,41,Feminino,Básico,20.57,3,2,5.5,0,0,0,8.1,0
CLI01016,51,Feminino,Padrão,34.59,16,2,16.5,0,0,1,5.7,0
CLI01017,16,Masculino,Premium,51.08,14,3,1.7,1,0,0,7.7,0
CLI01018,23,Feminino,Padrão,33.18,13,1,7.2,0,1,1,10.0,0
CLI01019,64,Feminino,Padrão,34.07,10,2,11.7,1,0,0,10.0,0
CLI01020,50,Masculino,Padrão,38.68,11,4,6.1,1,0,0,5.8,0
CLI01021,67,Feminino,Padrão,36.01,6,1,5.3,3,0,0,7.5,1
CLI01022,30,Feminino,Básico,17.23,11,1,11.7,1,0,0,4.1,0
CLI01023,62,Feminino,Padrão,35.87,4,2,9.5,1,0,0,8.6,0
CLI01024,37,Masculino,Premium,51.81,23,2,10.0,0,1,0,10.0,0
CLI01025,29,Masculino,Padrão,37.07,3,1,4.9,0,0,0,7.1,0
CLI01026,41,Masculino,Premium,53.96,2,3,4.4,0,2,1,5.7,1
CLI01027,43,Masculino,Padrão,34.71,9,3,8.0,2,1,0,7.7,1
CLI01028,38,Feminino,Básico,22.55,16,3,12.4,1,0,0,7.8,0
CLI01029,29,Masculino,Premium,52.33,9,1,2.1,0,2,0,7.2,0
CLI01030,39,Masculino,Básico,17.11,5,4,6.2,0,0,0,7.4,0
CLI01031,17,Feminino,Padrão,33.73,12,1,4.6,0,1,0,6.7,1
CLI01032,60,Feminino,Básico,21.98,6,3,6.8,0,0,0,9.0,0
CLI01033,41,Feminino,Básico,16.86,38,4,11.0,0,0,0,8.5,0
CLI01034,29,Masculino,Padrão,29.24,36,5,3.4,0,0,0,5.0,0
CLI01035,66,Masculino,Básico,19.0,10,3,10.2,0,1,0,5.0,0
CLI01036,22,Masculino,Padrão,36.0,6,3,5.0,0,0,0,6.5,0
CLI01037,18,Feminino,Padrão,37.3,19,2,13.7,1,0,0,8.5,1
CLI01038,62,Feminino,Básico,18.97,1,5,3.6,0,0,0,7.3,0
CLI01039,38,Masculino,Básico,19.08,10,4,12.3,1,0,0,5.7,0
CLI01040,61,Feminino,Padrão,37.21,6,4,2.3,0,0,0,7.5,1
CLI01041,58,Feminino,Básico,16.16,36,3,7.7,0,0,0,6.3,0
CLI01042,62,Feminino,Padrão,34.12,1,2,10.3,0,1,0,8.8,1
CLI01043,60,Masculino,Padrão,35.28,12,4,3.7,0,0,0,7.7,0
CLI01044,33,Feminino,Premium,55.8,19,2,4.7,0,0,1,6.4,0
CLI01045,53,Feminino,Padrão,33.88,10,1,6.8,1,1,0,7.5,1
CLI01046,50,Masculino,Padrão,34.97,2,4,5.3,0,1,0,9.6,0
CLI01047,66,Masculino,Padrão,29.92,51,3,4.4,0,2,0,5.9,0
CLI01048,30,Feminino,Básico,18.58,11,4,11.8,0,2,0,7.8,0
CLI01049,40,Feminino,Básico,20.81,14,4,14.6,1,0,0,6.9,0
CLI01050,52,Masculino,Premium,52.94,4,1,14.0,2,0,0,7.9,0
CLI01051,43,Masculino,Padrão,35.02,10,4,9.2,0,1,1,5.7,0
CLI01052,25,Feminino,Premium,55.79,8,3,10.1,0,0,0,7.2,0
CLI01053,54,Feminino,Premium,54.21,2,3,3.2,0,0,0,9.2,0
CLI01054,32,Feminino,Premium,55.24,2,4,6.4,0,1,0,5.1,0
CLI01055,54,Feminino,Premium,52.97,26,2,7.2,0,0,1,4.3,0
CLI01056,37,Masculino,Padrão,34.49,4,2,8.2,0,1,0,4.4,0
CLI01057,41,Feminino,Básico,21.12,4,3,8.1,0,0,0,4.7,0
CLI01058,59,Feminino,Padrão,35.21,10,2,6.9,1,0,0,8.2,0
CLI01059,40,Masculino,Padrão,33.73,21,1,9.1,4,0,0,4.2,0
CLI01060,32,Feminino,Padrão,35.35,1,3,7.9,0,0,0,6.4,0
CLI01061,28,Masculino,Padrão,36.33,13,5,7.9,1,0,1,8.2,0
CLI01062,35,Feminino,Padrão,30.8,2,3,3.9,2,0,0,7.8,0
CLI01063,40,Feminino,Padrão,37.22,1,1,2.6,0,0,0,6.2,0
CLI01064,19,Masculino,Básico,19.23,1,2,8.3,0,0,0,7.4,1
CLI01065,25,Masculino,Padrão,35.75,26,6,4.9,0,0,0,7.2,1
CLI01066,18,Feminino,Básico,22.29,2,5,4.0,0,1,0,6.6,0
CLI01067,56,Feminino,Premium,52.16,1,5,10.5,1,2,0,6.6,1
CLI01068,60,Feminino,Básico,18.48,9,5,6.4,0,1,0,10.0,0
CLI01069,33,Masculino,Básico,19.32,27,4,15.9,2,1,0,8.6,0
CLI01070,62,Feminino,Básico,18.33,5,3,9.8,0,1,0,10.0,0
CLI01071,51,Masculino,Padrão,38.37,8,2,3.7,2,1,0,6.0,0
CLI01072,62,Masculino,Padrão,33.19,1,2,10.6,0,1,0,6.8,0
CLI01073,37,Feminino,Básico,18.79,9,2,8.8,1,1,0,4.3,1
CLI01074,49,Masculino,Básico,20.31,13,1,3.6,0,0,0,5.4,0
CLI01075,62,Feminino,Padrão,32.5,12,2,4.4,0,2,1,10.0,1
CLI01076,23,Feminino,Básico,19.11,6,5,10.3,2,1,0,6.0,0
CLI01077,55,Feminino,Padrão,35.53,6,1,1.4,0,1,0,10.0,0
CLI01078,64,Feminino,Padrão,34.23,2,2,0.9,3,0,0,4.5,1
CLI01079,59,Feminino,Padrão,34.71,7,4,7.6,0,1,0,4.9,0
CLI01080,34,Masculino,Básico,18.84,2,2,7.2,0,0,0,6.3,0
CLI01081,57,Masculino,Premium,51.87,21,3,8.1,1,0,0,6.9,0
CLI01082,56,Feminino,Padrão,35.54,48,2,7.2,0,0,1,8.8,0
CLI01083,52,Feminino,Padrão,38.41,50,3,9.1,0,1,0,7.9,0
CLI01084,21,Masculino,Básico,19.94,29,4,14.7,0,0,0,6.2,0
CLI01085,67,Masculino,Padrão,35.35,13,2,6.7,1,0,0,6.7,0
CLI01086,41,Masculino,Básico,21.29,17,6,1.9,2,0,1,6.4,1
CLI01087,49,Masculino,Padrão,32.36,5,6,1.2,3,0,0,5.2,1
CLI01088,60,Feminino,Premium,58.31,14,2,5.2,0,0,0,5.2,0
CLI01089,21,Feminino,Padrão,35.3,9,1,5.3,0,2,0,9.1,1
CLI01090,52,Masculino,Básico,23.16,10,2,2.3,1,1,0,3.3,1
CLI01091,48,Feminino,Básico,18.43,20,4,0.7,1,1,0,10.0,0
CLI01092,68,Masculino,Padrão,38.54,5,2,4.9,0,1,0,6.3,1
CLI01093,37,Feminino,Básico,21.45,6,1,18.9,1,0,0,5.5,0
CLI01094,36,Masculino,Básico,21.01,37,4,8.8,1,0,0,8.5,0
CLI01095,21,Feminino,Premium,55.37,1,3,8.3,0,0,0,10.0,0
CLI01096,21,Masculino,Padrão,34.4,10,1,5.9,0,0,0,9.2,0
CLI01097,63,Masculino,Básico,22.3,35,1,5.2,0,0,0,8.0,0
CLI01098,19,Feminino,Premium,55.18,14,2,9.4,0,0,0,9.2,0
CLI01099,45,Masculino,Básico,15.97,12,3,2.5,0,1,0,3.6,0
CLI01100,26,Feminino,Premium,52.67,5,2,22.0,0,1,1,6.0,0
CLI01101,45,Feminino,Básico,19.53,6,1,2.7,0,2,0,5.2,1
CLI01102,46,Masculino,Premium,55.52,27,4,10.0,0,1,0,9.4,0
CLI01103,39,Feminino,Padrão,34.79,12,1,2.9,1,1,0,6.2,1
CLI01104,24,Feminino,Premium,57.34,11,3,7.3,1,0,0,8.7,0
CLI01105,18,Feminino,Premium,51.0,2,2,10.7,2,0,0,8.1,1
CLI01106,66,Feminino,Básico,20.19,1,2,1.6,3,0,0,5.3,1
CLI01107,46,Feminino,Premium,51.26,47,4,3.2,0,0,0,5.8,0
CLI01108,55,Masculino,Padrão,36.42,7,3,3.3,0,1,0,9.6,0
CLI01109,52,Feminino,Padrão,34.71,13,4,5.5,1,0,1,5.4,0
CLI01110,51,Feminino,Básico,20.74,2,4,8.0,0,0,1,7.2,0
CLI01111,39,Feminino,Padrão,33.17,17,6,19.1,0,0,1,5.4,0
CLI01112,46,Feminino,Básico,22.46,38,3,4.4,1,0,0,6.4,0
CLI01113,21,Feminino,Padrão,36.98,13,1,18.3,2,1,1,6.9,0
CLI01114,17,Masculino,Padrão,36.07,2,2,8.6,1,0,0,5.4,0
CLI01115,35,Feminino,Premium,54.64,13,2,2.6,1,0,0,5.1,0
CLI01116,43,Masculino,Premium,56.06,21,3,6.0,1,0,0,7.6,0
CLI01117,26,Masculino,Padrão,33.49,8,4,2.0,0,1,0,5.3,1
CLI01118,19,Masculino,Básico,21.61,30,5,5.2,0,0,1,5.4,0
CLI01119,30,Masculino,Básico,23.2,15,1,4.9,0,0,0,5.1,0
CLI01120,21,Feminino,Básico,22.04,33,2,7.4,0,0,0,6.8,0
CLI01121,69,Masculino,Básico,18.44,14,3,10.0,1,0,0,8.9,0
CLI01122,64,Masculino,Básico,20.62,2,3,6.3,0,0,1,10.0,0
CLI01123,45,Feminino,Básico,17.31,6,4,2.9,0,1,0,5.5,0
CLI01124,53,Feminino,Premium,56.04,4,2,15.9,2,0,1,10.0,0
CLI01125,66,Feminino,Padrão,35.8,34,2,19.9,0,0,0,5.0,0
CLI01126,17,Masculino,Básico,16.16,21,3,5.9,0,0,0,9.2,0
CLI01127,30,Feminino,Padrão,32.58,16,1,8.3,0,0,0,5.6,0
CLI01128,26,Feminino,Básico,19.33,6,4,5.6,0,2,0,5.3,1
CLI01129,23,Masculino,Padrão,34.3,3,4,7.5,1,0,0,5.5,0
CLI01130,41,Feminino,Padrão,32.48,20,4,7.7,1,0,0,6.9,0
CLI01131,66,Feminino,Padrão,35.68,9,4,2.3,2,0,0,8.2,1
CLI01132,60,Feminino,Padrão,35.4,4,3,5.3,0,1,0,8.3,1
CLI01133,59,Feminino,Premium,54.51,14,6,13.0,0,1,0,5.1,0
CLI01134,20,Masculino,Premium,53.39,1,4,12.2,0,0,0,5.0,0
CLI01135,21,Feminino,Padrão,37.0,6,2,5.2,1,1,0,5.2,1
CLI01136,41,Feminino,Padrão,38.21,9,5,7.8,0,1,0,6.8,0
CLI01137,69,Masculino,Padrão,33.93,3,3,5.5,0,0,0,6.6,0
CLI01138,19,Feminino,Básico,18.68,59,3,10.3,0,0,0,5.1,0
CLI01139,34,Masculino,Padrão,35.88,4,1,1.6,1,0,0,7.5,1
CLI01140,35,Feminino,Básico,19.18,2,2,9.4,1,0,0,10.0,0
CLI01141,48,Masculino,Padrão,34.62,4,3,16.6,1,1,0,6.0,0
CLI01142,35,Masculino,Padrão,36.38,21,2,3.9,1,0,1,6.1,0
CLI01143,64,Masculino,Básico,16.08,8,4,15.2,0,1,0,8.1,0
CLI01144,27,Masculino,Premium,57.54,12,6,8.1,0,1,1,5.9,0
CLI01145,62,Feminino,Premium,55.05,1,3,6.3,0,0,0,8.3,1
CLI01146,16,Masculino,Padrão,34.08,1,3,5.2,1,2,0,5.6,0
CLI01147,41,Feminino,Padrão,34.72,9,3,15.5,0,1,0,10.0,0
CLI01148,29,Masculino,Premium,54.82,24,2,5.5,0,0,1,7.7,0
CLI01149,53,Masculino,Básico,16.44,31,2,18.2,1,0,0,5.8,0
CLI01150,52,Masculino,Premium,57.89,2,4,16.9,2,0,0,5.8,0
CLI01151,26,Feminino,Básico,19.98,11,5,4.6,0,1,1,6.0,0
CLI01152,51,Masculino,Premium,55.79,35,3,5.8,0,2,0,9.7,0
CLI01153,28,Feminino,Básico,21.8,7,5,1.1,1,2,0,4.5,1
CLI01154,58,Feminino,Premium,52.86,25,3,6.4,0,2,0,5.7,0
CLI01155,18,Feminino,Premium,55.85,3,4,7.0,1,1,0,5.9,0
CLI01156,48,Feminino,Básico,19.36,39,3,13.9,0,1,0,7.0,0
CLI01157,21,Feminino,Padrão,36.59,20,4,17.5,0,0,0,6.5,0
CLI01158,65,Feminino,Premium,50.65,40,3,10.9,0,1,0,4.0,0
CLI01159,25,Feminino,Padrão,34.7,16,4,13.1,0,0,0,6.2,0
CLI01160,20,Feminino,Premium,53.69,7,1,5.8,0,0,0,6.8,0
CLI01161,38,Feminino,Padrão,35.76,39,3,2.4,1,0,0,5.7,0
CLI01162,25,Masculino,Padrão,35.84,5,3,8.1,2,0,0,8.4,0
CLI01163,59,Masculino,Básico,18.48,6,4,13.7,1,0,0,8.8,0
CLI01164,17,Masculino,Básico,18.48,17,3,0.4,2,0,0,6.8,1
CLI01165,28,Masculino,Premium,54.68,21,1,7.3,0,0,0,7.5,0
CLI01166,55,Masculino,Padrão,33.11,38,2,1.3,0,0,0,2.7,0
CLI01167,17,Feminino,Padrão,36.58,4,5,3.6,0,0,0,6.2,0
CLI01168,35,Feminino,Padrão,34.16,23,3,7.5,0,0,1,9.0,0
CLI01169,16,Feminino,Padrão,29.09,19,3,17.6,0,0,0,6.2,0
CLI01170,52,Feminino,Premium,54.15,1,2,6.8,1,0,0,5.5,0
CLI01171,24,Feminino,Premium,52.82,7,3,10.4,2,1,0,10.0,0
CLI01172,32,Feminino,Padrão,31.64,5,2,8.0,1,0,0,10.0,0
CLI01173,24,Feminino,Premium,52.43,6,3,3.8,0,1,1,7.9,1
CLI01174,26,Masculino,Premium,55.12,57,2,9.2,1,2,0,9.3,0
CLI01175,30,Masculino,Padrão,37.56,15,3,2.4,1,0,0,2.5,1
CLI01176,39,Masculino,Premium,55.53,18,2,6.7,2,0,0,5.4,1
CLI01177,53,Masculino,Básico,18.69,53,4,15.3,0,0,0,6.1,0
CLI01178,50,Feminino,Básico,20.81,7,2,7.6,0,0,0,6.5,0
CLI01179,45,Feminino,Premium,53.98,23,3,8.1,1,0,0,6.0,0
CLI01180,46,Feminino,Padrão,33.51,8,2,5.2,0,1,0,1.9,0
CLI01181,64,Masculino,Premium,52.59,29,1,1.7,0,0,0,7.8,0
CLI01182,20,Feminino,Premium,51.4,3,2,5.7,1,1,0,8.1,1
CLI01183,59,Feminino,Básico,19.12,42,3,11.8,1,0,0,10.0,0
CLI01184,65,Feminino,Premium,55.22,4,1,8.8,0,0,0,5.4,0
CLI01185,29,Masculino,Padrão,34.71,6,3,2.5,0,0,0,5.3,1
CLI01186,68,Feminino,Padrão,34.07,20,3,1.2,0,1,1,1.6,1
CLI01187,26,Masculino,Padrão,33.01,8,1,3.8,1,0,0,6.4,0
CLI01188,24,Masculino,Premium,56.12,14,2,5.7,0,0,1,8.8,0
CLI01189,49,Masculino,Básico,17.27,9,3,6.0,0,0,0,5.8,0
CLI01190,27,Masculino,Padrão,36.45,19,1,6.1,0,0,0,10.0,0
CLI01191,50,Feminino,Padrão,32.9,4,5,6.7,0,2,0,6.5,0
CLI01192,50,Masculino,Padrão,33.4,1,5,9.0,0,0,0,7.3,0
CLI01193,16,Masculino,Padrão,31.97,5,2,4.9,2,1,1,4.3,1
CLI01194,55,Feminino,Básico,18.9,10,3,3.1,0,0,1,7.6,0
CLI01195,37,Feminino,Básico,21.85,3,4,9.7,0,0,0,3.0,0
CLI01196,44,Masculino,Padrão,35.93,7,5,12.0,0,0,0,8.4,0
CLI01197,23,Feminino,Premium,56.86,8,4,4.3,2,0,0,8.4,0
CLI01198,26,Masculino,Básico,20.94,1,2,22.1,1,2,1,9.7,0
CLI01199,56,Masculino,Básico,17.69,13,4,17.0,0,0,0,5.0,0
CLI01200,52,Masculino,Premium,54.24,31,2,2.6,0,1,0,7.3,0
